StationID	Station	VisitDate	Time	Test	Symbol	Stratum	Result	Depth	Lab	FieldID
19	Main Lake	07/09/92	1130	Total Organic Carbon		E	2.1	2	NY	9228079
19	Main Lake	07/09/92	1130	Total Phosphorus		E	10	2	VT	9228079
19	Main Lake	07/09/92	1130	Total Suspended Solids		E	0.48	2	VT	9228079
19	Main Lake	07/09/92	1200	Alkalinity		H	51.3	100	VT	9228080
19	Main Lake	07/09/92	1200	Chloride		H	11.5	100	VT	9228080
19	Main Lake	07/09/92	1200	Dissolved Inorganic Carbon		H	12	100	NY	9228080
19	Main Lake	07/09/92	1200	Dissolved Organic Carbon		H	2	100	NY	9228080
19	Main Lake	07/09/92	1200	Dissolved Phosphorus		H	7	100	VT	9228080
19	Main Lake	07/09/92	1200	Dissolved Silica		H	0.51	100	VT	9228080
19	Main Lake	07/09/92	1200	Iron		H	51	100	NY	9228080
19	Main Lake	07/09/92	1200	Lead	<	H	10	100	NY	9228080
19	Main Lake	07/09/92	1200	Magnesium		H	3.7	100	NY	9228080
19	Main Lake	07/09/92	1200	Ortho-Phosphorus		H	6	100	VT	9228080
19	Main Lake	07/09/92	1200	Potassium		H	1.5	100	NY	9228080
19	Main Lake	07/09/92	1200	Sodium		H	7.4	100	NY	9228080
19	Main Lake	07/09/92	1200	Total Ammonia	<	H	0.005	100	NY	9228080
19	Main Lake	07/09/92	1200	Total Kjeldahl Nitrogen		H	0.1	100	NY	9228080
19	Main Lake	07/09/92	1200	Total Nitrate-Nitrite		H	0.14	100	NY	9228080
19	Main Lake	07/09/92	1200	Total Nitrogen		H	0.53	100	VT	9228080
19	Main Lake	07/09/92	1200	Total Organic Carbon		H	1.9	100	NY	9228080
19	Main Lake	07/09/92	1200	Total Phosphorus		H	10	100	VT	9228080
19	Main Lake	07/09/92	1200	Total Suspended Solids		H	0.29	100	VT	9228080
19	Main Lake	07/22/1992	1230	Alkalinity		E	48.7	COM	VT	9228099
19	Main Lake	07/22/1992	1230	Chloride		E	11.4	COM	VT	9228099
19	Main Lake	07/22/1992	1230	Chlorophyll-a			5.08	12	NY	9228099
19	Main Lake	07/22/1992	1230	Dissolved Inorganic Carbon		E	12	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Dissolved Organic Carbon		E	3.3	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Dissolved Phosphorus		E	5	COM	VT	9228099
19	Main Lake	07/22/1992	1230	Dissolved Silica		E	0.1	COM	VT	9228099
19	Main Lake	07/22/1992	1230	Iron		E	15	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Lead	<	E	10	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Magnesium		E	3.7	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Ortho-Phosphorus	<	E	2	COM	VT	9228099
19	Main Lake	07/22/1992	1230	Potassium		E	1.4	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Secchi Depth			6			9228099
19	Main Lake	07/22/1992	1230	Sodium		E	7.5	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Total Ammonia	<	E	0.005	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Total Kjeldahl Nitrogen		E	0.1	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Total Nitrate-Nitrite		E	0.19	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Total Nitrogen		E	0.65	COM	VT	9228099
19	Main Lake	07/22/1992	1230	Total Organic Carbon		E	2.9	COM	NY	9228099
19	Main Lake	07/22/1992	1230	Total Suspended Solids		E	0.19	COM	VT	9228099
19	Main Lake	07/22/1992	1210	Alkalinity		H	50.1	100	VT	9228100
19	Main Lake	07/22/1992	1210	Chloride		H	11.5	100	VT	9228100
19	Main Lake	07/22/1992	1210	Dissolved Inorganic Carbon		H	12	100	NY	9228100
19	Main Lake	07/22/1992	1210	Dissolved Organic Carbon		H	2.8	100	NY	9228100
19	Main Lake	07/22/1992	1210	Dissolved Phosphorus		H	8	100	VT	9228100
19	Main Lake	07/22/1992	1210	Dissolved Silica		H	0.55	100	VT	9228100
19	Main Lake	07/22/1992	1210	Iron		H	14	100	NY	9228100
19	Main Lake	07/22/1992	1210	Lead	<	H	10	100	NY	9228100
19	Main Lake	07/22/1992	1210	Magnesium		H	3.9	100	NY	9228100
19	Main Lake	07/22/1992	1210	Ortho-Phosphorus		H	5	100	VT	9228100
19	Main Lake	07/22/1992	1210	Potassium		H	1.3	100	NY	9228100
19	Main Lake	07/22/1992	1210	Sodium		H	7.7	100	NY	9228100
19	Main Lake	07/22/1992	1210	Total Ammonia	<	H	0.005	100	NY	9228100
19	Main Lake	07/22/1992	1210	Total Kjeldahl Nitrogen		H	0.12	100	NY	9228100
19	Main Lake	07/22/1992	1210	Total Nitrate-Nitrite		H	0.28	100	NY	9228100
19	Main Lake	07/22/1992	1210	Total Nitrogen		H	0.52	100	VT	9228100
19	Main Lake	07/22/1992	1210	Total Organic Carbon		H	3.2	100	NY	9228100
19	Main Lake	07/22/1992	1210	Total Phosphorus		H	11	100	VT	9228100
19	Main Lake	07/22/1992	1210	Total Suspended Solids	<	H	1	100	VT	9228100
19	Main Lake	08/10/92	1440	Alkalinity		E	50.9	COM	VT	9228133
19	Main Lake	08/10/92	1440	Chloride		E	11.2	COM	VT	9228133
19	Main Lake	08/10/92	1440	Chlorophyll-a			4.4	12.6	NY	9228133
19	Main Lake	08/10/92	1440	Dissolved Inorganic Carbon		E	12	COM	NY	9228133
19	Main Lake	08/10/92	1440	Dissolved Organic Carbon		E	3.7	COM	NY	9228133
19	Main Lake	08/10/92	1440	Dissolved Phosphorus		E	6	COM	VT	9228133
19	Main Lake	08/10/92	1440	Dissolved Silica		E	0.16	COM	VT	9228133
19	Main Lake	08/10/92	1440	Iron		E	16	COM	NY	9228133
19	Main Lake	08/10/92	1440	Lead	<	E	10	COM	NY	9228133
19	Main Lake	08/10/92	1440	Magnesium		E	3.9	COM	NY	9228133
19	Main Lake	08/10/92	1440	Ortho-Phosphorus		E	3	COM	VT	9228133
19	Main Lake	08/10/92	1440	Potassium		E	1.4	COM	NY	9228133
19	Main Lake	08/10/92	1440	Secchi Depth			6.3			9228133
19	Main Lake	08/10/92	1440	Sodium		E	7.7	COM	NY	9228133
19	Main Lake	08/10/92	1440	Total Ammonia		E	0.013	COM	NY	9228133
19	Main Lake	08/10/92	1440	Total Kjeldahl Nitrogen		E	0.27	COM	NY	9228133
19	Main Lake	08/10/92	1440	Total Nitrate-Nitrite		E	0.18	COM	NY	9228133
19	Main Lake	08/10/92	1440	Total Nitrogen		E	0.43	COM	VT	9228133
19	Main Lake	08/10/92	1440	Total Organic Carbon		E	7	COM	NY	9228133
19	Main Lake	08/10/92	1440	Total Phosphorus		E	7	COM	VT	9228133
19	Main Lake	08/10/92	1440	Total Suspended Solids		E	0.38	COM	VT	9228133
19	Main Lake	08/10/92	1400	Alkalinity		H	51.4	100	VT	9228134
19	Main Lake	08/10/92	1400	Chloride		H	11.3	100	VT	9228134
19	Main Lake	08/10/92	1400	Dissolved Inorganic Carbon		H	12	100	NY	9228134
19	Main Lake	08/10/92	1400	Dissolved Organic Carbon		H	4.2	100	NY	9228134
19	Main Lake	08/10/92	1400	Dissolved Phosphorus		H	11	100	VT	9228134
19	Main Lake	08/10/92	1400	Dissolved Silica		H	0.64	100	VT	9228134
19	Main Lake	08/10/92	1400	Iron		H	16	100	NY	9228134
19	Main Lake	08/10/92	1400	Lead	<	H	10	100	NY	9228134
19	Main Lake	08/10/92	1400	Magnesium		H	4.2	100	NY	9228134
19	Main Lake	08/10/92	1400	Ortho-Phosphorus		H	11	100	VT	9228134
19	Main Lake	08/10/92	1400	Potassium		H	1.5	100	NY	9228134
19	Main Lake	08/10/92	1400	Sodium		H	8.1	100	NY	9228134
19	Main Lake	08/10/92	1400	Total Ammonia	<	H	0.005	100	NY	9228134
19	Main Lake	08/10/92	1400	Total Kjeldahl Nitrogen		H	0.2	100	NY	9228134
19	Main Lake	08/10/92	1400	Total Nitrate-Nitrite		H	0.33	100	NY	9228134
19	Main Lake	08/10/92	1400	Total Nitrogen		H	0.58	100	VT	9228134
19	Main Lake	08/10/92	1400	Total Organic Carbon		H	4.1	100	NY	9228134
19	Main Lake	08/10/92	1400	Total Phosphorus		H	12	100	VT	9228134
19	Main Lake	08/10/92	1400	Total Suspended Solids		H	0.48	100	VT	9228134
19	Main Lake	08/18/1992	1500	Alkalinity		H	50.9	99	VT	9228140
19	Main Lake	08/18/1992	1500	Chloride		H	11.1	99	VT	9228140
19	Main Lake	08/18/1992	1500	Dissolved Inorganic Carbon		H	13	99	NY	9228140
19	Main Lake	08/18/1992	1500	Dissolved Organic Carbon		H	4.2	99	NY	9228140
19	Main Lake	08/18/1992	1500	Dissolved Phosphorus		H	12	99	NY	9228140
19	Main Lake	08/18/1992	1500	Dissolved Phosphorus		H	12	99	VT	9228140
19	Main Lake	08/18/1992	1500	Dissolved Silica		H	0.71	99	VT	9228140
19	Main Lake	08/18/1992	1500	Iron		H	15	99	NY	9228140
19	Main Lake	08/18/1992	1500	Lead	<	H	10	99	NY	9228140
19	Main Lake	08/18/1992	1500	Magnesium		H	4.1	99	NY	9228140
19	Main Lake	08/18/1992	1500	Ortho-Phosphorus		H	7	99	NY	9228140
